,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2332,Midtown,40.7546911,-73.98166883,Wafels & Dinges Pop-up Shop at Bryant Park,40.75470176,-73.98396998,Food Truck
2333,Midtown,40.7546911,-73.98166883,Sushi Ginza Onodera,40.75247185,-73.98179167,Sushi Restaurant
2334,Midtown,40.7546911,-73.98166883,Morton's The Steakhouse,40.7552153,-73.9787657,Steakhouse
2335,Midtown,40.7546911,-73.98166883,Ipanema Restaurant,40.75688801,-73.98083889,Brazilian Restaurant
2336,Midtown,40.7546911,-73.98166883,Kellari Taverna NY,40.75543603,-73.98130809,Greek Restaurant
2337,Midtown,40.7546911,-73.98166883,L'ADRESSE,40.75376599,-73.98509626,Café
2338,Midtown,40.7546911,-73.98166883,Tommy Bahama Restaurant,40.75542523,-73.97919774,Hawaiian Restaurant
2339,Midtown,40.7546911,-73.98166883,Chick-fil-A,40.7574254,-73.9819682,Fast Food Restaurant
2340,Midtown,40.7546911,-73.98166883,Emporium Brasil,40.75653809,-73.98008076,Brazilian Restaurant
2341,Midtown,40.7546911,-73.98166883,Savory,40.752298,-73.983416,New American Restaurant
2342,Midtown,40.7546911,-73.98166883,Balade,40.752434,-73.98074,Middle Eastern Restaurant
2343,Midtown,40.7546911,-73.98166883,indikitch,40.7576814,-73.9818088,Indian Restaurant
2344,Midtown,40.7546911,-73.98166883,El Rey Del Sabor,40.75381086,-73.97966559,Food Truck
2345,Midtown,40.7546911,-73.98166883,Alidoro,40.7511719,-73.98110663,Sandwich Place
2346,Murray Hill,40.74830308,-73.97833208,Kajitsu,40.74976284,-73.97768769,Japanese Restaurant
2347,Murray Hill,40.74830308,-73.97833208,Sons of Thunder,40.74797027,-73.9757506,Hawaiian Restaurant
2348,Murray Hill,40.74830308,-73.97833208,Shake Shack,40.74966575,-73.9757187,Burger Joint
2349,Murray Hill,40.74830308,-73.97833208,Sushi Ryusei,40.748354,-73.975203,Sushi Restaurant
2350,Murray Hill,40.74830308,-73.97833208,Bedford & Co.,40.75040324,-73.97744946,Restaurant
2351,Murray Hill,40.74830308,-73.97833208,Wine:34,40.74655787,-73.98005987,Mediterranean Restaurant
2352,Murray Hill,40.74830308,-73.97833208,Franchia,40.74754905,-73.9811238,Vegetarian / Vegan Restaurant
2353,Murray Hill,40.74830308,-73.97833208,Tempura Matsui,40.74846116,-73.97497443,Japanese Restaurant
2354,Murray Hill,40.74830308,-73.97833208,Delectica,40.74811642,-73.97644541,Café
2355,Murray Hill,40.74830308,-73.97833208,Bareburger,40.74615193,-73.9781321,Burger Joint
2356,Murray Hill,40.74830308,-73.97833208,Villa Berulia,40.74686337,-73.98061953,Italian Restaurant
2357,Murray Hill,40.74830308,-73.97833208,Murray Hill Market,40.74639458,-73.97966103,Deli / Bodega
2358,Murray Hill,40.74830308,-73.97833208,Num Pang Sandwich Shop,40.750522,-73.976124,Sandwich Place
2359,Murray Hill,40.74830308,-73.97833208,The Pho 5,40.748838,-73.976211,Vietnamese Restaurant
2360,Murray Hill,40.74830308,-73.97833208,Sarge's Delicatessen & Diner,40.74726358,-73.97705848,Jewish Restaurant
2361,Murray Hill,40.74830308,-73.97833208,Rossinis,40.74905639,-73.97902929,Italian Restaurant
2362,Murray Hill,40.74830308,-73.97833208,Momosan Ramen & Sake,40.749953,-73.977184,Ramen Restaurant
2363,Murray Hill,40.74830308,-73.97833208,Bagel Express,40.74989476,-73.97706449,Bagel Shop
2364,Murray Hill,40.74830308,-73.97833208,Omusubi Gonbei,40.75092439,-73.97694628,Japanese Restaurant
2365,Murray Hill,40.74830308,-73.97833208,Pio Pio,40.74553544,-73.97762609,Peruvian Restaurant
2366,Murray Hill,40.74830308,-73.97833208,2nd Ave Deli,40.745118,-73.97903,Jewish Restaurant
2367,Murray Hill,40.74830308,-73.97833208,Zucker's Bagels & Smoked Fish,40.75053252,-73.97686736,Bagel Shop
2368,Murray Hill,40.74830308,-73.97833208,Zuma New York,40.75052689,-73.98078239,Japanese Restaurant
2369,Murray Hill,40.74830308,-73.97833208,Dig Inn,40.7511757,-73.9800156,American Restaurant
2370,Murray Hill,40.74830308,-73.97833208,Zengo,40.74970033,-73.97561883,Latin American Restaurant
2371,Murray Hill,40.74830308,-73.97833208,Oaxaca Taqueria,40.74546552,-73.97940322,Taco Place
2372,Murray Hill,40.74830308,-73.97833208,Omar's Mediterranean Cuisine,40.750943,-73.98102,Mediterranean Restaurant
2373,Murray Hill,40.74830308,-73.97833208,Café China,40.74997969,-73.98223428,Chinese Restaurant
2374,Murray Hill,40.74830308,-73.97833208,Alidoro,40.7511719,-73.98110663,Sandwich Place
2375,Murray Hill,40.74830308,-73.97833208,Sophie's Cuban Cuisine,40.75056332,-73.97663563,Cuban Restaurant
2376,Chelsea,40.74403471,-74.00311633,Dil-e Punjab Deli,40.74484451,-74.0025275,Indian Restaurant
2377,Chelsea,40.74403471,-74.00311633,Blossom Restaurant,40.74539445,-74.00210632,Vegetarian / Vegan Restaurant
2378,Chelsea,40.74403471,-74.00311633,Le Grainne Cafe,40.745372,-74.002337,French Restaurant
2379,Chelsea,40.74403471,-74.00311633,The Meatball Shop,40.74598847,-74.00168552,Italian Restaurant
2380,Chelsea,40.74403471,-74.00311633,TAO Downtown,40.74253881,-74.00381209,Asian Restaurant
2381,Chelsea,40.74403471,-74.00311633,Buddakan,40.74211958,-74.0046119,Chinese Restaurant
2382,Chelsea,40.74403471,-74.00311633,Sushinao,40.742033,-74.001581,Japanese Restaurant
2383,Chelsea,40.74403471,-74.00311633,Cookshop,40.74573053,-74.00559553,American Restaurant
2384,Chelsea,40.74403471,-74.00311633,Los Tacos No. 1,40.74224401,-74.00596116,Taco Place
2385,Chelsea,40.74403471,-74.00311633,Worthwild,40.74445,-74.003204,New American Restaurant
2386,Chelsea,40.74403471,-74.00311633,Cull & Pistol,40.74259796,-74.00607835,Seafood Restaurant
2387,Chelsea,40.74403471,-74.00311633,Los Mariscos,40.74199973,-74.00589003,Seafood Restaurant
2388,Chelsea,40.74403471,-74.00311633,Cappone’s Salumeria,40.742095,-74.0055867,Italian Restaurant
2389,Chelsea,40.74403471,-74.00311633,Westville Chelsea,40.74196304,-74.00004719,American Restaurant
2390,Chelsea,40.74403471,-74.00311633,Loulou,40.742652,-74.000161,French Restaurant
2391,Chelsea,40.74403471,-74.00311633,Bareburger,40.7420691,-74.0010979,Burger Joint
2392,Chelsea,40.74403471,-74.00311633,Wisefish Poké,40.74266187,-73.99982201,Poke Place
2393,Chelsea,40.74403471,-74.00311633,Zizi,40.742951,-74.000081,Middle Eastern Restaurant
2394,Chelsea,40.74403471,-74.00311633,Foragers Table,40.74470852,-73.99917564,American Restaurant
2395,Chelsea,40.74403471,-74.00311633,Socarrat Paella Bar,40.7427195,-73.9995153,Paella Restaurant
2396,Chelsea,40.74403471,-74.00311633,Morimoto,40.74272944,-74.00643826,Japanese Restaurant
2397,Chelsea,40.74403471,-74.00311633,Miznon,40.74238413,-74.00645567,Israeli Restaurant
2398,Chelsea,40.74403471,-74.00311633,Fabrique Bakery,40.74071742,-74.00472227,Bakery
2399,Chelsea,40.74403471,-74.00311633,Num Pang Sandwich Shop,40.74224904,-74.00617208,Sandwich Place
2400,Chelsea,40.74403471,-74.00311633,Del Posto,40.74343905,-74.00744899,Italian Restaurant
2401,Chelsea,40.74403471,-74.00311633,Fonda,40.74547281,-74.00207261,Mexican Restaurant
2402,Chelsea,40.74403471,-74.00311633,Seamore's,40.74229025,-74.00083699,Seafood Restaurant
2403,Chelsea,40.74403471,-74.00311633,Tia Pol,40.747244,-74.004684,Tapas Restaurant
2404,Chelsea,40.74403471,-74.00311633,Murray's Bagels,40.74476,-73.99854,Bagel Shop
2405,Chelsea,40.74403471,-74.00311633,Bareburger,40.742973,-73.999871,Burger Joint
2406,Greenwich Village,40.72693289,-73.99991403,Chobani,40.72581867,-74.00098495,Snack Place
2407,Greenwich Village,40.72693289,-73.99991403,Carbone,40.72790327,-74.00013636,Italian Restaurant
2408,Greenwich Village,40.72693289,-73.99991403,Raoul's Restaurant,40.72622414,-74.00209308,French Restaurant
2409,Greenwich Village,40.72693289,-73.99991403,Banter,40.72795929,-74.00120509,Café
2410,Greenwich Village,40.72693289,-73.99991403,DomoDomo,40.72800724,-74.0016832,Sushi Restaurant
2411,Greenwich Village,40.72693289,-73.99991403,Calexico Cart,40.72549851,-73.99999866,Food Truck
2412,Greenwich Village,40.72693289,-73.99991403,Coco Pazzo Kitchen & Restaurant,40.72603649,-74.00150712,Italian Restaurant
2413,Greenwich Village,40.72693289,-73.99991403,west~bourne,40.72693189,-74.00202175,Café
2414,Greenwich Village,40.72693289,-73.99991403,Cocotte,40.72581065,-74.00188621,French Restaurant
2415,Greenwich Village,40.72693289,-73.99991403,Tomoe Sushi,40.72774308,-74.00026703,Sushi Restaurant
2416,Greenwich Village,40.72693289,-73.99991403,Song' e Napule Pizzeria,40.728044,-74.001814,Italian Restaurant
2417,Greenwich Village,40.72693289,-73.99991403,Lupa,40.72757667,-74.00009499,Italian Restaurant
2418,Greenwich Village,40.72693289,-73.99991403,Court Street Grocers,40.728806,-73.998471,Sandwich Place
2419,Greenwich Village,40.72693289,-73.99991403,Raku,40.72740419,-74.00269637,Udon Restaurant
2420,Greenwich Village,40.72693289,-73.99991403,Blue Ribbon Sushi,40.72616668,-74.00260712,Sushi Restaurant
2421,Greenwich Village,40.72693289,-73.99991403,Pepe Rosso To Go,40.727226,-74.001595,Italian Restaurant
2422,Greenwich Village,40.72693289,-73.99991403,Mermaid Oyster Bar,40.72875734,-74.00166557,Seafood Restaurant
2423,Greenwich Village,40.72693289,-73.99991403,Ananda,40.72883889,-73.99933648,Indian Restaurant
2424,Greenwich Village,40.72693289,-73.99991403,Carroll Place,40.72854378,-73.99983388,Italian Restaurant
2425,Greenwich Village,40.72693289,-73.99991403,The Dutch,40.72654153,-74.00225199,New American Restaurant
2426,Greenwich Village,40.72693289,-73.99991403,Dante NYC,40.72884702,-74.00162167,Italian Restaurant
2427,Greenwich Village,40.72693289,-73.99991403,Emmett's,40.72749832,-74.00272417,Pizza Place
2428,Greenwich Village,40.72693289,-73.99991403,12 Chairs,40.72768041,-74.00261614,Middle Eastern Restaurant
2429,Greenwich Village,40.72693289,-73.99991403,Shuka,40.72708327,-74.0029136,Mediterranean Restaurant
2430,Greenwich Village,40.72693289,-73.99991403,Chow House,40.72906153,-74.00084247,Chinese Restaurant
2431,Greenwich Village,40.72693289,-73.99991403,Citizens Of Bleecker,40.72851,-73.99973,Café
2432,Greenwich Village,40.72693289,-73.99991403,Niche Niche,40.72768814,-74.00260229,Theme Restaurant
2433,Greenwich Village,40.72693289,-73.99991403,Arturo's Restaurant,40.727407,-74.000378,Italian Restaurant
2434,Greenwich Village,40.72693289,-73.99991403,Charlie Bird,40.727802,-74.00285,Italian Restaurant
2435,Greenwich Village,40.72693289,-73.99991403,San Carlo Osteria Piemonte,40.72522295,-74.00259415,Italian Restaurant
2436,East Village,40.72784678,-73.98222617,Kura,40.72680264,-73.98344408,Japanese Restaurant
2437,East Village,40.72784678,-73.98222617,Boris & Horton,40.72914169,-73.98133284,Pet Café
2438,East Village,40.72784678,-73.98222617,Smør,40.72929544,-73.98152053,Scandinavian Restaurant
2439,East Village,40.72784678,-73.98222617,Cafe Mogador,40.72727735,-73.9845053,Moroccan Restaurant
2440,East Village,40.72784678,-73.98222617,Thursday Kitchen,40.72766059,-73.98376059,Korean Restaurant
2441,East Village,40.72784678,-73.98222617,Tompkins Square Bagels,40.72817263,-73.9820537,Bagel Shop
2442,East Village,40.72784678,-73.98222617,Westville East,40.72842762,-73.98189364,American Restaurant
2443,East Village,40.72784678,-73.98222617,Hanoi House,40.72690537,-73.98360309,Vietnamese Restaurant
2444,East Village,40.72784678,-73.98222617,Crif Dogs,40.72701999,-73.98382441,Hot Dog Joint
2445,East Village,40.72784678,-73.98222617,Xe Máy Sandwich Shop,40.727435,-73.98483464,Vietnamese Restaurant
2446,East Village,40.72784678,-73.98222617,Miss Lily's 7A,40.72605804,-73.98368582,Caribbean Restaurant
2447,East Village,40.72784678,-73.98222617,Westville Bakery,40.727705,-73.983318,Bakery
2448,East Village,40.72784678,-73.98222617,Joe & Pat's Pizzeria and Restaurant,40.7289162,-73.98405621,Pizza Place
2449,East Village,40.72784678,-73.98222617,Raclette,40.72883588,-73.9807776,Swiss Restaurant
2450,East Village,40.72784678,-73.98222617,Avant Garden,40.72616114,-73.98386608,Vegetarian / Vegan Restaurant
2451,East Village,40.72784678,-73.98222617,Whitmans,40.7279734,-73.98429759,Burger Joint
2452,East Village,40.72784678,-73.98222617,Village Square Pizza,40.7274641,-73.98251489,Pizza Place
2453,East Village,40.72784678,-73.98222617,Superiority Burger,40.72754947,-73.98328979,Vegetarian / Vegan Restaurant
2454,East Village,40.72784678,-73.98222617,Mokyo,40.727179,-73.984056,Korean Restaurant
2455,East Village,40.72784678,-73.98222617,Baker's Pizza,40.72935937,-73.98114071,Pizza Place
2456,East Village,40.72784678,-73.98222617,Pylos,40.72618872,-73.98399392,Greek Restaurant
2457,East Village,40.72784678,-73.98222617,TabeTomo,40.72688546,-73.98292006,Ramen Restaurant
2458,East Village,40.72784678,-73.98222617,Au Za'atar,40.72909164,-73.98136339,Middle Eastern Restaurant
2459,East Village,40.72784678,-73.98222617,Yuca Bar & Restaurant,40.72605519,-73.98363284,Tapas Restaurant
2460,East Village,40.72784678,-73.98222617,Ho Foods,40.72652071,-73.98466191,Taiwanese Restaurant
2461,East Village,40.72784678,-73.98222617,Empellón Al Pastor,40.7267105,-73.9834619,Mexican Restaurant
2462,East Village,40.72784678,-73.98222617,Mama Fina's,40.72822178,-73.98202238,Filipino Restaurant
2463,East Village,40.72784678,-73.98222617,Taqueria St. Marks,40.72778125,-73.98553519,Mexican Restaurant
2464,East Village,40.72784678,-73.98222617,Brodo,40.73019725,-73.98344992,Soup Place
2465,East Village,40.72784678,-73.98222617,Hearth,40.730032,-73.983304,Italian Restaurant
2466,Lower East Side,40.71780675,-73.98089032,Pig and Khao,40.7192747,-73.98489077,Filipino Restaurant
2467,Lower East Side,40.71780675,-73.98089032,Zyara Restaurant & Cafe,40.71954075,-73.98483165,Mediterranean Restaurant
2468,Lower East Side,40.71780675,-73.98089032,Speedy Romeo LES,40.71945512,-73.9849152,Italian Restaurant
2469,Lower East Side,40.71780675,-73.98089032,Kings County Imperial,40.71781671,-73.98556882,Chinese Restaurant
2470,Lower East Side,40.71780675,-73.98089032,Windmill,40.71984464,-73.98468007,French Restaurant
2471,Lower East Side,40.71780675,-73.98089032,Ginger & Lemongrass,40.71928923,-73.98563016,Vietnamese Restaurant
2472,Lower East Side,40.71780675,-73.98089032,OST Cafe,40.7146526,-73.98219132,Café
2473,Lower East Side,40.71780675,-73.98089032,Azasu,40.71962771,-73.98480299,Japanese Restaurant
2474,Lower East Side,40.71780675,-73.98089032,El Castillo De Jagua II,40.71452086,-73.98174413,Latin American Restaurant
2475,Lower East Side,40.71780675,-73.98089032,3 Times,40.718284,-73.985202,Chinese Restaurant
2476,Lower East Side,40.71780675,-73.98089032,Koneko,40.72053435,-73.98434113,Pet Café
2477,Lower East Side,40.71780675,-73.98089032,Yopparai,40.71928352,-73.98566321,Japanese Restaurant
2478,Lower East Side,40.71780675,-73.98089032,Balvanera,40.720547,-73.985399,Argentinian Restaurant
2479,Lower East Side,40.71780675,-73.98089032,Nakamura,40.71771065,-73.98517029,Ramen Restaurant
2480,Lower East Side,40.71780675,-73.98089032,Clinton St. Baking Co. & Restaurant,40.7213854,-73.98394926,Bakery
2481,Lower East Side,40.71780675,-73.98089032,Tramezzini,40.721058,-73.983506,Sandwich Place
2482,Lower East Side,40.71780675,-73.98089032,Taco Mix,40.717969,-73.985941,Mexican Restaurant
2483,Lower East Side,40.71780675,-73.98089032,BigA,40.721326,-73.98404,Pizza Place
2484,Lower East Side,40.71780675,-73.98089032,Zafi's,40.71486895,-73.98289908,Diner
2485,Lower East Side,40.71780675,-73.98089032,Davelle,40.71861394,-73.98635042,Café
2486,Lower East Side,40.71780675,-73.98089032,Ivan Ramen,40.720554,-73.984429,Ramen Restaurant
2487,Lower East Side,40.71780675,-73.98089032,Heaven's Hot Bagel,40.72139637,-73.98432881,Bagel Shop
2488,Lower East Side,40.71780675,-73.98089032,Niche Mazémen,40.717833,-73.985107,Ramen Restaurant
2489,Lower East Side,40.71780675,-73.98089032,Minnie's,40.7203318,-73.98449921,Restaurant
2490,Lower East Side,40.71780675,-73.98089032,Royal Fried Chicken,40.720518,-73.978627,Fried Chicken Joint
2491,Lower East Side,40.71780675,-73.98089032,Cibao,40.71919401,-73.98511841,Latin American Restaurant
2492,Lower East Side,40.71780675,-73.98089032,Fresno Gourmet Deli,40.72143736,-73.98074595,Deli / Bodega
2493,Lower East Side,40.71780675,-73.98089032,Clancey,40.71882721,-73.98521099,American Restaurant
2494,Lower East Side,40.71780675,-73.98089032,El Maguey y La Tuna,40.7211699,-73.98283869,Mexican Restaurant
2495,Lower East Side,40.71780675,-73.98089032,Rossy's Bakery,40.72208674,-73.98145809,Bakery
2496,Tribeca,40.72152197,-74.01068329,Interlude Cafe,40.72116819,-74.00842839,Café
2497,Tribeca,40.72152197,-74.01068329,Locanda Verde,40.719981,-74.010002,Italian Restaurant
2498,Tribeca,40.72152197,-74.01068329,Wolfgang's Steakhouse,40.72125237,-74.01009901,Steakhouse
2499,Tribeca,40.72152197,-74.01068329,Wisefish Poké,40.72180471,-74.00990473,Poke Place
2500,Tribeca,40.72152197,-74.01068329,Smith & Mills,40.72008862,-74.00987583,American Restaurant
2501,Tribeca,40.72152197,-74.01068329,sweetgreen,40.72133533,-74.00970108,Salad Place
2502,Tribeca,40.72152197,-74.01068329,Sushi Azabu,40.72235543,-74.00974955,Sushi Restaurant
2503,Tribeca,40.72152197,-74.01068329,Bubby's,40.71993219,-74.0085716,American Restaurant
2504,Tribeca,40.72152197,-74.01068329,The Greek,40.72369353,-74.0095979,Greek Restaurant
2505,Tribeca,40.72152197,-74.01068329,Yves,40.72020152,-74.01015743,New American Restaurant
2506,Tribeca,40.72152197,-74.01068329,Tamarind TriBeCa,40.71921117,-74.00872658,Indian Restaurant
2507,Tribeca,40.72152197,-74.01068329,China Blue,40.72404706,-74.01019614,Chinese Restaurant
2508,Tribeca,40.72152197,-74.01068329,Estancia 460,40.7237613,-74.00957228,Argentinian Restaurant
2509,Tribeca,40.72152197,-74.01068329,Greca,40.72411052,-74.01033134,Greek Restaurant
2510,Tribeca,40.72152197,-74.01068329,Maison Kayser,40.71890888,-74.01033058,Bakery
2511,Tribeca,40.72152197,-74.01068329,Jungsik,40.71869463,-74.00906973,Korean Restaurant
2512,Tribeca,40.72152197,-74.01068329,Thalassa,40.7193529,-74.00966108,Greek Restaurant
2513,Tribeca,40.72152197,-74.01068329,Maman,40.72395732,-74.00793312,Café
2514,Tribeca,40.72152197,-74.01068329,American Cut,40.71915,-74.00994,Steakhouse
2515,Tribeca,40.72152197,-74.01068329,Gotan,40.71921715,-74.0066421,Café
2516,Tribeca,40.72152197,-74.01068329,Grand Banks,40.72030029,-74.01602652,Seafood Restaurant
2517,Tribeca,40.72152197,-74.01068329,Tribeca Grill,40.71954857,-74.01023432,American Restaurant
2518,Tribeca,40.72152197,-74.01068329,Zutto Japanese American Pub,40.71856558,-74.00891274,Noodle House
2519,Tribeca,40.72152197,-74.01068329,Pepolino,40.7209112,-74.00515242,Italian Restaurant
2520,Tribeca,40.72152197,-74.01068329,Il Mattone,40.720754,-74.008944,Pizza Place
2521,Tribeca,40.72152197,-74.01068329,VCafé,40.71842272,-74.01049573,Vietnamese Restaurant
2522,Tribeca,40.72152197,-74.01068329,Scalini Fedeli,40.71722617,-74.00943297,Italian Restaurant
2523,Tribeca,40.72152197,-74.01068329,Bâtard,40.719624,-74.005788,Modern European Restaurant
2524,Tribeca,40.72152197,-74.01068329,Maman,40.7189732,-74.00626391,French Restaurant
2525,Tribeca,40.72152197,-74.01068329,Whitmans,40.725111,-74.008039,Burger Joint
2526,Little Italy,40.71932379,-73.99730467,Saigon Vietnamese Sandwich Deli,40.72008469,-73.99574824,Sandwich Place
2527,Little Italy,40.71932379,-73.99730467,sweetgreen,40.7211844,-73.9971105,Salad Place
2528,Little Italy,40.71932379,-73.99730467,Malaysia Beef Jerky,40.7185271,-73.99582403,Snack Place
2529,Little Italy,40.71932379,-73.99730467,Banh Mi Saigon Bakery,40.71922381,-73.99672636,Sandwich Place
2530,Little Italy,40.71932379,-73.99730467,Despaña,40.72114442,-73.99796266,Spanish Restaurant
2531,Little Italy,40.71932379,-73.99730467,Pasquale Jones,40.7210784,-73.9967554,Pizza Place
2532,Little Italy,40.71932379,-73.99730467,Thai Diner,40.720739,-73.995631,Thai Restaurant
2533,Little Italy,40.71932379,-73.99730467,Greecologies,40.72036259,-73.99656655,Café
2534,Little Italy,40.71932379,-73.99730467,Two Hands,40.719729,-73.996097,Café
2535,Little Italy,40.71932379,-73.99730467,Le Coucou,40.7191137,-74.00020174,French Restaurant
2536,Little Italy,40.71932379,-73.99730467,Yi Ji Shi Mo Noodle Corp,40.71825412,-73.9959303,Chinese Restaurant
2537,Little Italy,40.71932379,-73.99730467,La Bella Ferrara,40.71744962,-73.99837324,Bakery
2538,Little Italy,40.71932379,-73.99730467,Cocoron,40.72074246,-73.9952262,Noodle House
2539,Little Italy,40.71932379,-73.99730467,Gelso & Grand,40.71958,-73.99734,Italian Restaurant
2540,Little Italy,40.71932379,-73.99730467,19 Cleveland,40.72160778,-73.99724901,Mediterranean Restaurant
2541,Little Italy,40.71932379,-73.99730467,Parisi Bakery Delicatessen,40.721091,-73.995596,Sandwich Place
2542,Little Italy,40.71932379,-73.99730467,Tiny Shanghai,40.71789716,-73.99810428,Dumpling Restaurant
2543,Little Italy,40.71932379,-73.99730467,Champion Pizza,40.72163754,-73.99747002,Pizza Place
2544,Little Italy,40.71932379,-73.99730467,Seamore's,40.72061638,-73.99682302,Seafood Restaurant
2545,Little Italy,40.71932379,-73.99730467,House Special 甘來飯店,40.71780086,-73.99684624,Chinese Restaurant
2546,Little Italy,40.71932379,-73.99730467,Zooba,40.721251,-73.997292,Egyptian Restaurant
2547,Little Italy,40.71932379,-73.99730467,La Esquina,40.7215977,-73.99747136,Mexican Restaurant
2548,Little Italy,40.71932379,-73.99730467,Le Botaniste,40.7205447,-74.00013783,Vegetarian / Vegan Restaurant
2549,Little Italy,40.71932379,-73.99730467,Hometown Hotpot & BBQ,40.71924733,-73.99691771,Hotpot Restaurant
2550,Little Italy,40.71932379,-73.99730467,CAVA,40.72192792,-73.99651188,Mediterranean Restaurant
2551,Little Italy,40.71932379,-73.99730467,Ferrara Bakery,40.71922832,-73.99708133,Bakery
2552,Little Italy,40.71932379,-73.99730467,Manna House Bakery,40.71810108,-73.99694831,Bakery
2553,Little Italy,40.71932379,-73.99730467,Nyonya,40.71915506,-73.99689283,Malay Restaurant
2554,Little Italy,40.71932379,-73.99730467,Little Rascal,40.72078335,-73.9950138,Turkish Restaurant
2555,Little Italy,40.71932379,-73.99730467,Taïm Falafel and Smoothie Bar,40.72193609,-73.99627935,Falafel Restaurant
2556,Soho,40.72218384,-74.00065667,Le Botaniste,40.7205447,-74.00013783,Vegetarian / Vegan Restaurant
2557,Soho,40.72218384,-74.00065667,Antique Garage,40.72141827,-74.00134335,Mediterranean Restaurant
2558,Soho,40.72218384,-74.00065667,Despaña,40.72114442,-73.99796266,Spanish Restaurant
2559,Soho,40.72218384,-74.00065667,Cipriani Downtown,40.7235653,-74.00277253,Italian Restaurant
2560,Soho,40.72218384,-74.00065667,Osteria Morini,40.72199,-73.99779,Italian Restaurant
2561,Soho,40.72218384,-74.00065667,Champion Pizza,40.72163754,-73.99747002,Pizza Place
2562,Soho,40.72218384,-74.00065667,Pi Greek Bakerie,40.72351565,-74.0034436,Bakery
2563,Soho,40.72218384,-74.00065667,19 Cleveland,40.72160778,-73.99724901,Mediterranean Restaurant
2564,Soho,40.72218384,-74.00065667,Jack's Wife Freda,40.722022,-73.997528,Mediterranean Restaurant
2565,Soho,40.72218384,-74.00065667,La Esquina,40.7215977,-73.99747136,Mexican Restaurant
2566,Soho,40.72218384,-74.00065667,Aurora,40.72342551,-74.00327713,Italian Restaurant
2567,Soho,40.72218384,-74.00065667,Galli Restaurant,40.72160722,-74.00123481,Italian Restaurant
2568,Soho,40.72218384,-74.00065667,Ed's Lobster Bar,40.72198992,-73.9973425,Seafood Restaurant
2569,Soho,40.72218384,-74.00065667,Brodo,40.72253082,-73.99704795,Soup Place
2570,Soho,40.72218384,-74.00065667,sweetgreen,40.7211844,-73.9971105,Salad Place
2571,Soho,40.72218384,-74.00065667,Boqueria,40.7248,-74.00222,Tapas Restaurant
2572,Soho,40.72218384,-74.00065667,Le Coucou,40.7191137,-74.00020174,French Restaurant
2573,Soho,40.72218384,-74.00065667,Hirohisa,40.72456568,-74.00287302,Japanese Restaurant
2574,Soho,40.72218384,-74.00065667,CAVA,40.72192792,-73.99651188,Mediterranean Restaurant
2575,Soho,40.72218384,-74.00065667,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant
2576,Soho,40.72218384,-74.00065667,La Mercerie,40.7202117,-74.0021308,French Restaurant
2577,Soho,40.72218384,-74.00065667,Lure Fishbar,40.724703,-73.9983278,Seafood Restaurant
2578,Soho,40.72218384,-74.00065667,Zooba,40.721251,-73.997292,Egyptian Restaurant
2579,Soho,40.72218384,-74.00065667,Mercer Kitchen,40.72468797,-73.99867504,American Restaurant
2580,Soho,40.72218384,-74.00065667,Taïm Falafel and Smoothie Bar,40.72193609,-73.99627935,Falafel Restaurant
2581,Soho,40.72218384,-74.00065667,Ruby's Café,40.722292,-73.996248,Australian Restaurant
2582,Soho,40.72218384,-74.00065667,Pasquale Jones,40.7210784,-73.9967554,Pizza Place
2583,Soho,40.72218384,-74.00065667,San Carlo Osteria Piemonte,40.72522295,-74.00259415,Italian Restaurant
2584,Soho,40.72218384,-74.00065667,Calexico Cart,40.72549851,-73.99999866,Food Truck
2585,Soho,40.72218384,-74.00065667,Flour Shop,40.72032303,-73.99876714,Bakery
2586,West Village,40.73443394,-74.00617998,L'Artusi,40.73388782,-74.00511448,Italian Restaurant
2587,West Village,40.73443394,-74.00617998,I Sodi,40.73334778,-74.00494719,Italian Restaurant
2588,West Village,40.73443394,-74.00617998,Decoy,40.73418159,-74.0064624,Chinese Restaurant
2589,West Village,40.73443394,-74.00617998,Mémé Mediterranean,40.73635,-74.00588,Mediterranean Restaurant
2590,West Village,40.73443394,-74.00617998,Fiaschetteria Pistoia,40.73320302,-74.00542611,Italian Restaurant
2591,West Village,40.73443394,-74.00617998,Westville West,40.73405466,-74.00427852,American Restaurant
2592,West Village,40.73443394,-74.00617998,Wallsé,40.73549476,-74.00825669,Austrian Restaurant
2593,West Village,40.73443394,-74.00617998,Buvette,40.7327822,-74.00427521,French Restaurant
2594,West Village,40.73443394,-74.00617998,The Little Owl,40.73244092,-74.00542359,American Restaurant
2595,West Village,40.73443394,-74.00617998,Sanpanino,40.7328704,-74.00644635,Sandwich Place
2596,West Village,40.73443394,-74.00617998,Red Paper Clip,40.733105,-74.005617,New American Restaurant
2597,West Village,40.73443394,-74.00617998,11th Street Cafe,40.73564749,-74.00756023,Breakfast Spot
2598,West Village,40.73443394,-74.00617998,Via Carota,40.73305214,-74.00357299,Italian Restaurant
2599,West Village,40.73443394,-74.00617998,Jeju Noodle Bar,40.7329454,-74.0073656,Korean Restaurant
2600,West Village,40.73443394,-74.00617998,Hudson Hound,40.73621628,-74.00593817,Gastropub
